cntry,year,sex,e0,edagger,kentro
BGR,1954,male,62.67,18.96,1.20
BGR,1955,female,66.54,17.59,1.33
BGR,1955,male,63.10,18.90,1.21
BGR,1956,female,66.96,16.28,1.41
BGR,1956,male,63.50,17.51,1.29
BGR,1957,female,68.36,16.29,1.43
BGR,1957,male,64.89,17.64,1.30
BGR,1958,female,70.41,15.38,1.52
BGR,1958,male,67.04,16.69,1.39
BGR,1959,female,68.16,15.06,1.51
BGR,1959,male,65.03,16.00,1.40
BGR,1960,female,70.94,14.42,1.59
BGR,1960,male,67.47,15.74,1.46
BGR,1961,female,72.07,13.85,1.65
BGR,1961,male,68.41,15.17,1.51
BGR,1962,female,71.30,13.08,1.70
BGR,1962,male,67.76,14.43,1.55
BGR,1963,female,72.02,13.31,1.69
BGR,1963,male,68.67,14.68,1.54
BGR,1964,female,72.96,13.12,1.72
BGR,1964,male,69.37,14.46,1.57
BGR,1965,female,73.22,12.66,1.75
BGR,1965,male,69.44,14.08,1.60
BGR,1966,female,73.17,12.77,1.75
BGR,1966,male,69.35,14.29,1.58
BGR,1967,female,72.55,12.65,1.75
BGR,1967,male,68.36,14.22,1.57
BGR,1968,female,73.33,12.61,1.76
BGR,1968,male,69.23,14.14,1.59
BGR,1969,female,72.73,12.31,1.78
BGR,1969,male,68.22,13.98,1.59
BGR,1970,female,73.51,12.16,1.80
BGR,1970,male,69.11,13.82,1.61
BGR,1971,female,73.21,11.96,1.81
BGR,1971,male,68.61,13.48,1.63
BGR,1972,female,73.20,11.82,1.82
BGR,1972,male,68.66,13.41,1.63
BGR,1973,female,73.75,11.90,1.82
BGR,1973,male,69.02,13.64,1.62
BGR,1974,female,73.57,11.84,1.83
BGR,1974,male,68.91,13.47,1.63
BGR,1975,female,73.54,11.49,1.86
BGR,1975,male,68.63,13.20,1.65
BGR,1976,female,73.87,11.62,1.85
BGR,1976,male,68.97,13.26,1.65
BGR,1977,female,73.45,11.50,1.85
BGR,1977,male,68.25,13.38,1.63
BGR,1978,female,73.65,11.69,1.84
BGR,1978,male,68.75,13.38,1.64
BGR,1979,female,74.02,11.37,1.87
BGR,1979,male,68.62,13.29,1.64
BGR,1980,female,73.90,11.28,1.88
BGR,1980,male,68.44,13.08,1.65
BGR,1981,female,74.30,11.32,1.88
BGR,1981,male,68.82,13.18,1.65
BGR,1982,female,73.95,11.31,1.88
BGR,1982,male,68.39,13.17,1.65
BGR,1983,female,74.32,11.03,1.91
BGR,1983,male,68.40,12.92,1.67
BGR,1984,female,74.47,11.24,1.89
BGR,1984,male,68.43,13.09,1.65
BGR,1985,female,74.26,10.94,1.91
BGR,1985,male,68.10,12.89,1.66
BGR,1986,female,74.84,10.85,1.93
BGR,1986,male,68.49,13.04,1.66
BGR,1987,female,74.60,10.87,1.93
BGR,1987,male,68.33,12.88,1.67
BGR,1988,female,74.75,10.88,1.93
BGR,1988,male,68.31,13.05,1.66
BGR,1989,female,74.90,10.93,1.92
BGR,1989,male,68.29,13.19,1.64
BGR,1990,female,74.81,10.92,1.92
BGR,1990,male,68.08,13.24,1.64
BGR,1991,female,74.50,10.98,1.91
BGR,1991,male,68.08,13.21,1.64
BGR,1992,female,74.79,11.21,1.90
BGR,1992,male,67.85,13.51,1.61
BGR,1993,female,75.11,11.02,1.92
BGR,1993,male,67.57,13.58,1.60
BGR,1994,female,74.81,11.29,1.89
BGR,1994,male,67.23,13.75,1.59
BGR,1995,female,74.88,10.98,1.92
BGR,1995,male,67.36,13.43,1.61
BGR,1996,female,74.59,10.98,1.92
BGR,1996,male,67.35,13.35,1.62
BGR,1997,female,73.89,11.22,1.88
BGR,1997,male,66.95,13.38,1.61
BGR,1998,female,74.71,10.88,1.93
BGR,1998,male,67.36,13.20,1.63
BGR,1999,female,75.09,10.98,1.92
BGR,1999,male,68.19,13.26,1.64
BGR,2000,female,75.00,10.84,1.93
BGR,2000,male,68.30,12.94,1.66
BGR,2001,female,75.39,10.85,1.94
BGR,2001,male,68.52,13.06,1.66
BGR,2002,female,75.58,10.68,1.96
BGR,2002,male,68.83,12.86,1.68
BGR,2003,female,75.96,10.60,1.97
BGR,2003,male,68.92,12.85,1.68
BGR,2004,female,76.23,10.71,1.96
BGR,2004,male,69.06,12.93,1.68
BGR,2005,female,76.22,10.60,1.97
BGR,2005,male,69.03,12.77,1.69
BGR,2006,female,76.26,10.69,1.96
BGR,2006,male,69.23,12.71,1.69
BGR,2007,female,76.58,10.48,1.99
BGR,2007,male,69.53,12.60,1.71
BGR,2008,female,76.92,10.43,2.00
BGR,2008,male,69.81,12.71,1.70
BGR,2009,female,77.26,10.42,2.00
BGR,2009,male,70.12,12.79,1.70
BGR,2010,female,77.25,10.32,2.01
BGR,2010,male,70.31,12.51,1.73
BLR,1959,female,71.98,15.20,1.56
BLR,1959,male,65.24,17.01,1.34
BLR,1960,female,74.82,14.77,1.62
BLR,1960,male,67.92,16.46,1.42
BLR,1961,female,75.56,14.01,1.68
BLR,1961,male,68.61,15.97,1.46
BLR,1962,female,74.08,13.38,1.71
BLR,1962,male,67.66,15.40,1.48
BLR,1963,female,74.88,13.80,1.69
BLR,1963,male,68.16,15.76,1.46
BLR,1964,female,76.63,13.47,1.74
BLR,1964,male,69.35,15.52,1.50
BLR,1965,female,76.14,13.15,1.76
BLR,1965,male,68.96,15.11,1.52
BLR,1966,female,76.61,13.23,1.76
BLR,1966,male,69.17,15.04,1.53
BLR,1967,female,76.36,13.25,1.75
BLR,1967,male,68.97,14.86,1.54
BLR,1968,female,76.65,12.91,1.78
BLR,1968,male,68.93,15.26,1.51
BLR,1969,female,76.34,12.76,1.79
BLR,1969,male,68.51,14.93,1.52
BLR,1970,female,75.95,13.14,1.75
BLR,1970,male,67.86,15.34,1.49
BLR,1971,female,76.77,12.84,1.79
BLR,1971,male,68.36,15.10,1.51
BLR,1972,female,76.47,12.82,1.79
BLR,1972,male,68.09,15.03,1.51
BLR,1973,female,76.45,12.63,1.80
BLR,1973,male,68.18,14.81,1.53
BLR,1974,female,76.91,12.86,1.79
BLR,1974,male,68.34,15.14,1.51
BLR,1975,female,76.25,12.85,1.78
BLR,1975,male,67.15,15.19,1.49
BLR,1976,female,76.25,12.80,1.78
BLR,1976,male,66.89,15.17,1.48
BLR,1977,female,76.30,12.69,1.79
BLR,1977,male,66.75,15.24,1.48
BLR,1978,female,76.16,12.82,1.78
BLR,1978,male,66.58,15.36,1.47
BLR,1979,female,76.06,12.69,1.79
BLR,1979,male,65.96,15.27,1.46
BLR,1980,female,75.60,12.47,1.80
BLR,1980,male,65.95,14.87,1.49
BLR,1981,female,76.20,12.73,1.79
BLR,1981,male,65.94,15.27,1.46
BLR,1982,female,76.18,12.77,1.79
BLR,1982,male,66.22,15.21,1.47
BLR,1983,female,75.93,12.52,1.80
BLR,1983,male,66.10,15.03,1.48
BLR,1984,female,75.52,12.31,1.81
BLR,1984,male,65.41,14.91,1.48
BLR,1985,female,75.25,12.10,1.83
BLR,1985,male,66.10,14.37,1.53
BLR,1986,female,76.29,12.03,1.85
BLR,1986,male,67.70,14.11,1.57
BLR,1987,female,76.18,11.91,1.86
BLR,1987,male,67.59,14.08,1.57
BLR,1988,female,76.09,11.79,1.86
BLR,1988,male,67.24,14.19,1.56
BLR,1989,female,76.34,11.97,1.85
BLR,1989,male,66.73,14.56,1.52
BLR,1990,female,75.79,11.79,1.86
BLR,1990,male,66.24,14.44,1.52
BLR,1991,female,75.46,11.78,1.86
BLR,1991,male,65.52,14.54,1.51
BLR,1992,female,75.34,11.99,1.84
BLR,1992,male,64.90,14.89,1.47
BLR,1993,female,74.49,11.82,1.84
BLR,1993,male,63.73,14.70,1.47
BLR,1994,female,74.36,11.84,1.84
BLR,1994,male,63.42,14.87,1.45
BLR,1995,female,74.20,11.91,1.83
BLR,1995,male,62.80,14.85,1.44
BLR,1996,female,74.29,11.82,1.84
BLR,1996,male,63.04,14.78,1.45
BLR,1997,female,74.18,11.74,1.84
BLR,1997,male,62.79,14.65,1.46
BLR,1998,female,74.29,11.72,1.85
BLR,1998,male,62.57,14.77,1.44
BLR,1999,female,73.92,11.68,1.84
BLR,1999,male,62.18,14.79,1.44
BLR,2000,female,74.67,11.61,1.86
BLR,2000,male,63.31,14.54,1.47
BLR,2001,female,74.50,11.52,1.87
BLR,2001,male,62.73,14.55,1.46
BLR,2002,female,74.13,11.59,1.86
BLR,2002,male,62.18,14.43,1.46
BLR,2003,female,74.67,11.43,1.88
BLR,2003,male,62.62,14.35,1.47
BLR,2004,female,74.97,11.44,1.88
BLR,2004,male,63.12,14.28,1.49
BLR,2005,female,75.01,11.45,1.88
BLR,2005,male,62.77,14.42,1.47
BLR,2006,female,75.45,11.37,1.89
BLR,2006,male,63.48,14.25,1.49
BLR,2007,female,76.12,11.17,1.92
BLR,2007,male,64.46,14.07,1.52
BLR,2008,female,76.42,10.99,1.94
BLR,2008,male,64.56,13.95,1.53
BLR,2009,female,76.37,11.07,1.93
BLR,2009,male,64.67,13.92,1.54
BLR,2010,female,76.49,10.97,1.94
BLR,2010,male,64.61,13.87,1.54
BLR,2011,female,76.78,11.15,1.93
BLR,2011,male,64.71,13.95,1.53
BLR,2012,female,77.68,10.68,1.98
BLR,2012,male,66.60,13.40,1.60
BLR,2013,female,77.89,10.55,2.00
BLR,2013,male,67.23,13.25,1.62
BLR,2014,female,78.43,10.50,2.01
BLR,2014,male,67.81,13.22,1.64
CAN,1921,female,58.16,21.82,0.98
CAN,1921,male,55.95,22.78,0.90
CAN,1922,female,58.14,21.59,0.99
CAN,1922,male,55.89,22.55,0.91
CAN,1923,female,58.05,21.25,1.01
CAN,1923,male,55.85,22.25,0.92
CAN,1924,female,59.85,20.79,1.06
CAN,1924,male,57.71,21.56,0.98
CAN,1925,female,60.44,20.36,1.09
CAN,1925,male,58.07,21.30,1.00
CAN,1926,female,59.12,20.61,1.05
CAN,1926,male,56.77,21.59,0.97
CAN,1927,female,59.95,20.57,1.07
CAN,1927,male,57.39,21.45,0.98
CAN,1928,female,59.87,20.15,1.09
CAN,1928,male,57.30,21.03,1.00
CAN,1929,female,59.25,20.44,1.06
CAN,1929,male,56.72,21.34,0.98
CAN,1930,female,60.31,20.38,1.08
CAN,1930,male,57.62,21.28,1.00
CAN,1931,female,61.65,19.83,1.13
CAN,1931,male,59.00,20.81,1.04
CAN,1932,female,62.53,18.65,1.21
CAN,1932,male,60.25,19.45,1.13
CAN,1933,female,63.37,18.31,1.24
CAN,1933,male,61.22,19.04,1.17
CAN,1934,female,64.01,18.27,1.25
CAN,1934,male,61.43,19.02,1.17
CAN,1935,female,63.72,18.24,1.25
CAN,1935,male,61.21,19.03,1.17
CAN,1936,female,63.80,18.10,1.26
CAN,1936,male,61.62,18.61,1.20
CAN,1937,female,62.83,18.77,1.21
CAN,1937,male,59.92,19.69,1.11
CAN,1938,female,64.91,17.78,1.30
CAN,1938,male,61.80,18.68,1.20
CAN,1939,female,65.33,17.13,1.34
CAN,1939,male,62.23,18.09,1.24
CAN,1940,female,65.70,16.90,1.36
CAN,1940,male,62.44,17.77,1.26
CAN,1941,female,65.68,16.99,1.35
CAN,1941,male,61.98,18.13,1.23
CAN,1942,female,66.54,16.67,1.38
CAN,1942,male,62.97,17.66,1.27
CAN,1943,female,66.42,16.34,1.40
CAN,1943,male,62.90,17.30,1.29
CAN,1944,female,67.03,16.30,1.41
CAN,1944,male,63.75,17.15,1.31
CAN,1945,female,68.13,15.89,1.46
CAN,1945,male,64.65,16.65,1.36
CAN,1946,female,68.38,15.81,1.46
CAN,1946,male,64.79,16.69,1.36
CAN,1947,female,68.90,15.46,1.49
CAN,1947,male,64.82,16.61,1.36
CAN,1948,female,69.44,14.93,1.54
CAN,1948,male,65.38,16.09,1.40
CAN,1949,female,69.85,14.71,1.56
CAN,1949,male,65.63,15.88,1.42
CAN,1950,female,70.59,14.27,1.60
CAN,1950,male,66.16,15.56,1.45
CAN,1951,female,70.86,14.04,1.62
CAN,1951,male,66.42,15.35,1.46
CAN,1952,female,71.40,14.18,1.62
CAN,1952,male,66.34,15.64,1.45
CAN,1953,female,71.80,13.79,1.65
CAN,1953,male,66.69,15.41,1.47
CAN,1954,female,72.69,13.52,1.68
CAN,1954,male,67.54,15.01,1.50
CAN,1955,female,72.87,13.35,1.70
CAN,1955,male,67.51,14.83,1.52
CAN,1956,female,72.83,13.38,1.69
CAN,1956,male,67.52,14.83,1.52
CAN,1957,female,72.97,13.37,1.70
CAN,1957,male,67.29,14.85,1.51
CAN,1958,female,73.68,13.02,1.73
CAN,1958,male,67.90,14.64,1.53
CAN,1959,female,73.64,12.80,1.75
CAN,1959,male,67.98,14.42,1.55
CAN,1960,female,74.16,12.72,1.76
CAN,1960,male,68.23,14.37,1.56
CAN,1961,female,74.46,12.65,1.77
CAN,1961,male,68.40,14.29,1.57
CAN,1962,female,74.44,12.69,1.77
CAN,1962,male,68.45,14.29,1.57
CAN,1963,female,74.51,12.54,1.78
CAN,1963,male,68.41,14.17,1.57
CAN,1964,female,75.08,12.57,1.79
CAN,1964,male,68.63,14.18,1.58
CAN,1965,female,75.14,12.39,1.80
CAN,1965,male,68.75,13.95,1.60
CAN,1966,female,75.39,12.39,1.81
CAN,1966,male,68.78,14.02,1.59
CAN,1967,female,75.66,12.47,1.80
CAN,1967,male,68.93,14.01,1.59
CAN,1968,female,75.79,12.29,1.82
CAN,1968,male,69.10,13.82,1.61
CAN,1969,female,76.02,12.31,1.82
CAN,1969,male,69.17,13.87,1.61
CAN,1970,female,76.27,12.35,1.82
CAN,1970,male,69.33,13.87,1.61
CAN,1971,female,76.64,12.11,1.84
CAN,1971,male,69.61,13.72,1.62
CAN,1972,female,76.55,12.11,1.84
CAN,1972,male,69.48,13.74,1.62
CAN,1973,female,76.83,12.00,1.86
CAN,1973,male,69.66,13.62,1.63
CAN,1974,female,76.90,11.95,1.86
CAN,1974,male,69.74,13.58,1.64
CAN,1975,female,77.23,12.03,1.86
CAN,1975,male,69.99,13.52,1.64
CAN,1976,female,77.67,11.75,1.89
CAN,1976,male,70.38,13.29,1.67
CAN,1977,female,77.97,11.85,1.88
CAN,1977,male,70.63,13.39,1.66
CAN,1978,female,78.32,11.79,1.89
CAN,1978,male,70.91,13.31,1.67
CAN,1979,female,78.59,11.81,1.90
CAN,1979,male,71.31,13.24,1.68
CAN,1980,female,78.72,11.64,1.91
CAN,1980,male,71.60,13.00,1.71
CAN,1981,female,79.11,11.60,1.92
CAN,1981,male,72.01,12.89,1.72
CAN,1982,female,79.23,11.41,1.94
CAN,1982,male,72.29,12.63,1.74
CAN,1983,female,79.55,11.35,1.95
CAN,1983,male,72.69,12.53,1.76
CAN,1984,female,79.77,11.26,1.96
CAN,1984,male,73.01,12.42,1.77
CAN,1985,female,79.73,11.20,1.96
CAN,1985,male,73.03,12.26,1.78
CAN,1986,female,79.79,11.12,1.97
CAN,1986,male,73.23,12.27,1.79
CAN,1987,female,80.11,11.04,1.98
CAN,1987,male,73.51,12.25,1.79
CAN,1988,female,80.19,10.95,1.99
CAN,1988,male,73.57,12.06,1.81
CAN,1989,female,80.38,11.00,1.99
CAN,1989,male,73.87,12.06,1.81
CAN,1990,female,80.62,10.90,2.00
CAN,1990,male,74.22,12.05,1.82
CAN,1991,female,80.72,10.82,2.01
CAN,1991,male,74.44,11.89,1.83
CAN,1992,female,80.97,10.82,2.01
CAN,1992,male,74.69,11.87,1.84
CAN,1993,female,80.78,10.75,2.02
CAN,1993,male,74.62,11.82,1.84
CAN,1994,female,80.88,10.71,2.02
CAN,1994,male,74.87,11.77,1.85
CAN,1995,female,80.97,10.67,2.03
CAN,1995,male,75.01,11.70,1.86
CAN,1996,female,81.09,10.57,2.04
CAN,1996,male,75.37,11.52,1.88
CAN,1997,female,81.19,10.44,2.05
CAN,1997,male,75.66,11.38,1.89
CAN,1998,female,81.36,10.36,2.06
CAN,1998,male,75.91,11.25,1.91
CAN,1999,female,81.56,10.31,2.07
CAN,1999,male,76.12,11.20,1.92
CAN,2000,female,81.77,10.33,2.07
CAN,2000,male,76.58,11.22,1.92
CAN,2001,female,81.94,10.28,2.08
CAN,2001,male,76.85,11.21,1.93
CAN,2002,female,81.95,10.29,2.07
CAN,2002,male,77.08,11.12,1.94
CAN,2003,female,82.15,10.25,2.08
CAN,2003,male,77.23,11.15,1.94
CAN,2004,female,82.38,10.21,2.09
CAN,2004,male,77.61,11.13,1.94
CAN,2005,female,82.46,10.23,2.09
CAN,2005,male,77.76,11.16,1.94
CAN,2006,female,82.84,10.21,2.09
CAN,2006,male,78.21,11.09,1.95
CAN,2007,female,82.85,10.16,2.10
CAN,2007,male,78.24,11.11,1.95
CAN,2008,female,82.99,10.19,2.10
CAN,2008,male,78.47,11.02,1.96
CAN,2009,female,83.28,10.20,2.10
CAN,2009,male,78.85,11.00,1.97
CAN,2010,female,83.51,10.09,2.11
CAN,2010,male,79.17,10.98,1.98
CAN,2011,female,83.69,10.05,2.12
CAN,2011,male,79.52,10.92,1.99
CHE,1876,female,41.81,25.77,0.48
CHE,1876,male,38.38,26.54,0.37
CHE,1877,female,41.52,26.29,0.46
CHE,1877,male,38.51,27.13,0.35
CHE,1878,female,41.77,25.98,0.47
CHE,1878,male,39.17,26.76,0.38
CHE,1879,female,43.39,25.05,0.55
CHE,1879,male,40.26,26.04,0.44
CHE,1880,female,43.94,25.10,0.56
CHE,1880,male,40.87,26.06,0.45
CHE,1881,female,43.17,25.55,0.52
CHE,1881,male,40.58,26.19,0.44
CHE,1882,female,44.37,24.58,0.59
CHE,1882,male,41.62,25.41,0.49
CHE,1883,female,46.00,24.13,0.65
CHE,1883,male,43.94,24.78,0.57
CHE,1884,female,46.31,24.19,0.65
CHE,1884,male,43.81,24.94,0.56
CHE,1885,female,45.10,24.38,0.62
CHE,1885,male,42.65,25.19,0.53
CHE,1886,female,45.87,24.17,0.64
CHE,1886,male,43.51,24.77,0.56
CHE,1887,female,46.72,23.79,0.67
CHE,1887,male,44.13,24.61,0.58
CHE,1888,female,47.30,23.40,0.70
CHE,1888,male,44.63,24.34,0.61
CHE,1889,female,46.23,24.12,0.65
CHE,1889,male,44.04,24.68,0.58
CHE,1890,female,46.32,23.49,0.68
CHE,1890,male,43.60,24.21,0.59
CHE,1891,female,46.13,24.08,0.65
CHE,1891,male,43.32,25.11,0.55
CHE,1892,female,48.62,23.07,0.75
CHE,1892,male,45.83,24.12,0.64
CHE,1893,female,47.33,23.27,0.71
CHE,1893,male,44.79,24.13,0.62
CHE,1894,female,47.01,23.44,0.70
CHE,1894,male,44.57,24.20,0.61
CHE,1895,female,48.34,23.21,0.73
CHE,1895,male,45.39,24.22,0.63
CHE,1896,female,50.43,22.52,0.81
CHE,1896,male,47.34,23.36,0.71
CHE,1897,female,50.52,22.81,0.80
CHE,1897,male,47.69,23.33,0.71
CHE,1898,female,49.81,23.22,0.76
CHE,1898,male,46.59,24.00,0.66
CHE,1899,female,51.05,22.43,0.82
CHE,1899,male,47.56,23.50,0.71
CHE,1900,female,48.84,22.75,0.76
CHE,1900,male,46.14,23.81,0.66
CHE,1901,female,50.59,22.54,0.81
CHE,1901,male,47.32,23.56,0.70
CHE,1902,female,51.76,22.15,0.85
CHE,1902,male,49.08,22.77,0.77
CHE,1903,female,51.29,22.11,0.84
CHE,1903,male,48.80,22.57,0.77
CHE,1904,female,50.39,22.91,0.79
CHE,1904,male,47.93,23.33,0.72
CHE,1905,female,51.10,22.03,0.84
CHE,1905,male,48.23,22.57,0.76
CHE,1906,female,52.18,21.98,0.86
CHE,1906,male,49.26,22.40,0.79
CHE,1907,female,52.71,21.41,0.90
CHE,1907,male,49.62,22.19,0.80
CHE,1908,female,53.87,20.68,0.96
CHE,1908,male,50.67,21.55,0.85
CHE,1909,female,53.11,21.12,0.92
CHE,1909,male,50.12,21.80,0.83
CHE,1910,female,54.64,20.76,0.97
CHE,1910,male,51.23,21.31,0.88
CHE,1911,female,53.37,21.27,0.92
CHE,1911,male,50.11,21.91,0.83
CHE,1912,female,56.10,20.05,1.03
CHE,1912,male,52.72,20.66,0.94
CHE,1913,female,55.94,19.82,1.04
CHE,1913,male,52.47,20.72,0.93
CHE,1914,female,56.76,19.54,1.07
CHE,1914,male,53.44,20.25,0.97
CHE,1915,female,57.50,19.19,1.10
CHE,1915,male,54.30,19.99,1.00
CHE,1916,female,58.12,18.78,1.13
CHE,1916,male,54.96,19.53,1.03
CHE,1917,female,57.43,18.94,1.11
CHE,1917,male,54.10,19.47,1.02
CHE,1918,female,48.98,22.43,0.78
CHE,1918,male,43.79,22.84,0.65
CHE,1919,female,55.99,19.50,1.05
CHE,1919,male,53.83,20.02,0.99
CHE,1920,female,55.63,19.96,1.02
CHE,1920,male,53.02,20.60,0.95
CHE,1921,female,59.48,18.31,1.18
CHE,1921,male,56.13,19.31,1.07
CHE,1922,female,59.66,17.59,1.22
CHE,1922,male,57.25,18.17,1.15
CHE,1923,female,61.75,17.35,1.27
CHE,1923,male,58.24,18.18,1.16
CHE,1924,female,61.02,17.10,1.27
CHE,1924,male,57.89,17.88,1.18
CHE,1925,female,61.41,17.25,1.27
CHE,1925,male,58.40,17.77,1.19
CHE,1926,female,62.15,17.15,1.29
CHE,1926,male,59.02,17.82,1.20
CHE,1927,female,61.57,16.89,1.29
CHE,1927,male,58.55,17.64,1.20
CHE,1928,female,62.20,16.96,1.30
CHE,1928,male,58.66,17.81,1.19
CHE,1929,female,62.06,16.60,1.32
CHE,1929,male,58.22,17.60,1.20
CHE,1930,female,63.49,16.49,1.35
CHE,1930,male,59.31,17.62,1.21
CHE,1931,female,63.01,16.25,1.36
CHE,1931,male,59.39,17.11,1.24
CHE,1932,female,63.02,16.23,1.36
CHE,1932,male,59.34,17.26,1.23
CHE,1933,female,64.22,16.02,1.39
CHE,1933,male,60.49,17.07,1.26
CHE,1934,female,64.92,15.77,1.41
CHE,1934,male,60.75,17.04,1.27
CHE,1935,female,63.95,15.92,1.39
CHE,1935,male,60.21,16.82,1.28
CHE,1936,female,65.26,15.65,1.43
CHE,1936,male,61.00,16.79,1.29
CHE,1937,female,65.42,15.69,1.43
CHE,1937,male,61.50,16.71,1.30
CHE,1938,female,65.63,15.25,1.46
CHE,1938,male,61.96,16.10,1.35
CHE,1939,female,66.05,14.86,1.49
CHE,1939,male,61.86,16.06,1.35
CHE,1940,female,65.68,15.08,1.47
CHE,1940,male,61.36,16.44,1.32
CHE,1941,female,67.03,14.93,1.50
CHE,1941,male,62.80,16.13,1.36
CHE,1942,female,67.75,14.69,1.53
CHE,1942,male,63.41,15.81,1.39
CHE,1943,female,68.00,14.66,1.53
CHE,1943,male,63.54,15.88,1.39
CHE,1944,female,67.04,14.57,1.53
CHE,1944,male,62.59,15.86,1.37
CHE,1945,female,67.38,14.63,1.53
CHE,1945,male,63.31,15.78,1.39
CHE,1946,female,67.77,14.48,1.54
CHE,1946,male,64.24,15.50,1.42
CHE,1947,female,68.34,13.93,1.59
CHE,1947,male,64.07,15.50,1.42
CHE,1948,female,69.42,13.68,1.62
CHE,1948,male,65.13,15.01,1.47
CHE,1949,female,70.04,13.21,1.67
CHE,1949,male,65.77,14.55,1.51
CHE,1950,female,71.09,12.96,1.70
CHE,1950,male,66.65,14.39,1.53
CHE,1951,female,70.97,12.71,1.72
CHE,1951,male,66.34,14.16,1.54
CHE,1952,female,71.85,12.62,1.74
CHE,1952,male,67.24,14.05,1.57
CHE,1953,female,71.88,12.33,1.76
CHE,1953,male,67.05,13.91,1.57
CHE,1954,female,72.30,12.27,1.77
CHE,1954,male,67.58,13.73,1.59
CHE,1955,female,72.34,12.16,1.78
CHE,1955,male,67.69,13.59,1.61
CHE,1956,female,72.64,11.83,1.82
CHE,1956,male,67.67,13.50,1.61
CHE,1957,female,73.17,11.83,1.82
CHE,1957,male,67.84,13.51,1.61
CHE,1958,female,73.94,11.65,1.85
CHE,1958,male,68.55,13.54,1.62
CHE,1959,female,74.10,11.55,1.86
CHE,1959,male,68.71,13.40,1.64
CHE,1960,female,74.11,11.30,1.88
CHE,1960,male,68.65,13.22,1.65
CHE,1961,female,74.58,11.63,1.86
CHE,1961,male,68.84,13.43,1.63
CHE,1962,female,74.09,11.43,1.87
CHE,1962,male,68.44,13.23,1.64
CHE,1963,female,74.23,11.22,1.89
CHE,1963,male,68.29,13.06,1.65
CHE,1964,female,75.11,11.32,1.89
CHE,1964,male,69.19,13.12,1.66
CHE,1965,female,75.07,11.07,1.91
CHE,1965,male,69.47,12.65,1.70
CHE,1966,female,75.25,11.04,1.92
CHE,1966,male,69.56,12.75,1.70
CHE,1967,female,75.72,11.03,1.93
CHE,1967,male,69.69,12.95,1.68
CHE,1968,female,75.53,10.95,1.93
CHE,1968,male,69.80,12.54,1.72
CHE,1969,female,75.65,11.06,1.92
CHE,1969,male,69.71,12.70,1.70
CHE,1970,female,76.16,10.89,1.95
CHE,1970,male,70.03,12.76,1.70
CHE,1971,female,76.25,10.85,1.95
CHE,1971,male,70.16,12.67,1.71
CHE,1972,female,76.82,10.79,1.96
CHE,1972,male,70.62,12.66,1.72
CHE,1973,female,77.05,10.61,1.98
CHE,1973,male,70.98,12.44,1.74
CHE,1974,female,77.55,10.62,1.99
CHE,1974,male,71.17,12.40,1.75
CHE,1975,female,78.00,10.58,2.00
CHE,1975,male,71.49,12.34,1.76
CHE,1976,female,78.14,10.36,2.02
CHE,1976,male,71.60,12.14,1.77
CHE,1977,female,78.67,10.51,2.01
CHE,1977,male,71.96,12.32,1.77
CHE,1978,female,78.65,10.36,2.03
CHE,1978,male,71.88,12.20,1.77
CHE,1979,female,78.78,10.50,2.02
CHE,1979,male,72.31,12.10,1.79
CHE,1980,female,78.85,10.35,2.03
CHE,1980,male,72.23,12.13,1.78
CHE,1981,female,79.13,10.24,2.04
CHE,1981,male,72.42,12.00,1.80
CHE,1982,female,79.43,10.21,2.05
CHE,1982,male,72.78,12.03,1.80
CHE,1983,female,79.55,10.07,2.07
CHE,1983,male,72.68,11.97,1.80
CHE,1984,female,80.03,10.22,2.06
CHE,1984,male,73.35,11.94,1.82
CHE,1985,female,80.15,10.21,2.06
CHE,1985,male,73.48,11.79,1.83
CHE,1986,female,80.30,10.06,2.08
CHE,1986,male,73.66,11.82,1.83
CHE,1987,female,80.66,10.09,2.08
CHE,1987,male,73.90,11.89,1.83
CHE,1988,female,80.72,10.10,2.08
CHE,1988,male,73.88,11.88,1.83
CHE,1989,female,80.93,10.08,2.08
CHE,1989,male,74.07,11.87,1.83
CHE,1990,female,80.71,9.98,2.09
CHE,1990,male,73.94,11.72,1.84
CHE,1991,female,81.09,10.01,2.09
CHE,1991,male,74.10,11.96,1.82
CHE,1992,female,81.32,9.96,2.10
CHE,1992,male,74.44,11.94,1.83
CHE,1993,female,81.41,9.91,2.11
CHE,1993,male,74.89,11.65,1.86
CHE,1994,female,81.70,9.90,2.11
CHE,1994,male,75.14,11.68,1.86
CHE,1995,female,81.68,9.84,2.12
CHE,1995,male,75.29,11.50,1.88
CHE,1996,female,81.98,9.60,2.14
CHE,1996,male,75.93,11.26,1.91
CHE,1997,female,82.02,9.62,2.14
CHE,1997,male,76.24,11.11,1.93
CHE,1998,female,82.46,9.46,2.17
CHE,1998,male,76.30,11.08,1.93
CHE,1999,female,82.49,9.41,2.17
CHE,1999,male,76.77,10.93,1.95
CHE,2000,female,82.56,9.48,2.16
CHE,2000,male,76.92,11.02,1.94
CHE,2001,female,82.96,9.40,2.18
CHE,2001,male,77.36,10.92,1.96
CHE,2002,female,82.95,9.36,2.18
CHE,2002,male,77.72,10.81,1.97
CHE,2003,female,82.99,9.23,2.20
CHE,2003,male,77.90,10.57,2.00
CHE,2004,female,83.51,9.24,2.20
CHE,2004,male,78.46,10.71,1.99
